Date,Open,High,Low,Close,Volume,Adj Close
2011-06-03,343.17999,345.33002,342.00998,343.44,78312500,46.27886
2011-06-02,346.50,347.98001,344.29999,346.10001,84695800,46.6373
2011-06-01,348.87,352.13004,344.64996,345.50998,138670700,46.55779
2011-05-31,341.09998,347.82999,341.00003,347.82999,104438600,46.87041
2011-05-27,334.79999,337.63004,334.31,337.41003,50899800,45.46631
2011-05-26,335.96997,336.88998,334.42999,334.99997,55640200,45.14156
2011-05-25,333.42999,338.55997,332.85001,336.78003,73556000,45.38142
2011-05-24,335.50,335.89996,331.34003,332.18997,80481800,44.76291
2011-05-23,329.96997,335.97998,329.42001,334.40002,95900000,45.06071
2011-05-20,339.56,340.94998,335.02002,335.21997,84492100,45.1712
2011-05-19,342.07999,342.40997,338.67001,340.52997,65292500,45.88673
2011-05-18,336.46997,341.05002,336.00,339.87003,83694100,45.7978
2011-05-17,332.00,336.14001,330.72998,336.14001,113083600,45.29518
2011-05-16,339.19998,341.21997,332.60004,333.30002,112443800,44.91249
2011-05-13,345.66,346.25003,340.35001,340.50003,81529000,45.88269
2011-05-12,346.11996,347.12,342.26996,346.56998,80500000,46.70063
2011-05-11,349.02002,350.00,345.23999,347.23004,84000000,46.78957
2011-05-10,348.89001,349.68997,346.66003,349.45001,70522900,47.08871
2011-05-09,347.86005,349.19998,346.53003,347.59998,51186800,46.83942
2011-05-06,349.68997,350.00,346.20999,346.66003,70033600,46.71276
2011-05-05,348.40002,350.94998,346.04999,346.74997,83992300,46.72488
2011-05-04,348.26001,351.83002,346.88004,349.56998,97312600,47.10488
2011-05-03,347.99002,349.89005,345.62003,348.20001,78337000,46.92028
2011-05-02,349.74002,350.46997,345.49997,346.28,110678400,46.66155
2011-04-29,346.78,353.95001,346.67001,350.13,251586300,47.18034
2011-04-28,346.18997,349.75003,345.52002,346.74997,90239800,46.72488
2011-04-27,352.23999,352.34998,347.09998,350.15002,89053300,47.18304
2011-04-26,353.61996,354.99002,349.34998,350.42001,84700000,47.21942
2011-04-25,350.33997,353.74997,350.30002,353.01001,66636500,47.56842
2011-04-21,355.00003,355.13004,348.51999,350.69998,188452600,47.25715
2011-04-20,343.51001,345.75003,341.49997,342.40997,175166600,46.14006
2011-04-19,333.09998,337.98001,331.70996,337.85995,104844600,45.52694
2011-04-18,326.09998,332.23001,320.15997,331.84998,152474700,44.71709
2011-04-15,333.30002,333.64001,326.79999,327.45999,113401400,44.12554
2011-04-14,334.79999,336.00,332.06,332.41998,75450200,44.7939
2011-04-13,335.02002,336.14001,332.52002,336.13,86555000,45.29383
2011-04-12,330.49002,333.72995,330.20001,332.39996,106409800,44.79121
2011-04-11,334.06,335.67004,330.01996,330.79999,99736700,44.57561
2011-04-08,339.92001,340.15002,333.94998,335.05997,94383800,45.14964
2011-04-07,338.10001,340.42999,336.03003,338.07996,93361800,45.55659
2011-04-06,341.21997,343.89999,337.14001,338.04001,100634800,45.5512
2011-04-05,336.99002,342.25003,336.00,338.89001,120682800,45.66574
2011-04-04,344.31,344.59998,338.40002,341.19,115021200,45.97567
2011-04-01,351.10999,351.58997,343.30002,344.56,104665400,46.42978
2011-03-31,346.35999,349.80002,346.06,348.50998,68504800,46.96204
2011-03-30,350.64001,350.87997,347.44003,348.63004,82351500,46.97822
2011-03-29,347.65997,350.95996,346.06,350.95996,88225200,47.29218
2011-03-28,353.14999,354.32001,350.44,350.44,77338800,47.22212
2011-03-25,348.07001,352.06003,347.02005,351.54001,112227500,47.37034
2011-03-24,341.84998,346.00,338.85999,344.97,101178000,46.48503
2011-03-23,339.28,340.22003,335.95001,339.18997,93249100,45.70617
2011-03-22,342.56,342.61996,339.13998,341.20001,81480700,45.97702
2011-03-21,335.98999,339.74002,335.26004,339.30002,102350500,45.72099
2011-03-18,337.13,338.20001,330.00003,330.66998,188303500,44.55809
2011-03-17,336.82999,339.60995,330.65997,334.63995,164855600,45.09305
2011-03-16,341.99997,343.00,326.25998,330.01004,290502800,44.46916
2011-03-15,342.10001,347.84,340.09998,345.42999,180270300,46.54701
2011-03-14,353.18002,356.47995,351.31,353.56,108989300,47.64254
2011-03-11,345.33002,352.32001,344.99997,351.99002,117770100,47.43098
2011-03-10,349.12003,349.76999,344.90002,346.67001,126884800,46.71411
2011-03-09,354.69,354.76001,350.59998,352.47003,113326500,47.49566
2011-03-08,354.91003,357.39999,352.25,355.76001,89079200,47.939
2011-03-07,361.39999,361.66998,351.31,355.35995,136530800,47.88509
2011-03-04,360.06998,360.29001,357.74997,360.00,113316700,48.51033
2011-03-03,357.19,359.79001,355.91998,359.55997,125197100,48.45104
2011-03-02,349.96002,354.35001,348.40002,352.12003,150647700,47.4485
2011-03-01,355.47,355.71997,347.67999,349.31,114034200,47.06985
2011-02-28,351.23999,355.05002,351.12,353.20999,100768500,47.59537
2011-02-25,345.26001,348.42999,344.79999,348.15997,95004700,46.91488
2011-02-24,344.01996,345.14999,338.37,342.88004,124975200,46.2034
2011-02-23,338.76996,344.64005,338.61002,342.61996,167963600,46.16836
2011-02-22,342.14999,345.40002,337.71997,338.61002,218138900,45.62801
2011-02-18,358.71002,359.49997,349.52002,350.56,204014300,47.23829
2011-02-17,357.24997,360.26999,356.52002,358.29999,132645800,48.28125
2011-02-16,360.80002,364.89999,360.50,363.12997,120289400,48.9321
2011-02-15,359.19,359.97003,357.54999,359.90002,71043700,48.49686
2011-02-14,356.79001,359.48004,356.70999,359.18002,77604100,48.39984
2011-02-11,354.75,357.80002,353.53998,356.84998,91893200,48.08587
2011-02-10,357.38995,360.00,348.00003,354.54001,232137500,47.77459
2011-02-09,355.19,358.99997,354.86996,358.15997,120686300,48.26239
2011-02-08,353.67999,355.51999,352.14999,355.20001,95260200,47.86353
2011-02-07,347.88998,353.25003,347.64001,351.88,121255400,47.41616
2011-02-04,343.64001,346.69998,343.51001,346.50,80460100,46.6912
2011-02-03,343.80002,344.23999,338.55002,343.44,98449400,46.27886
2011-02-02,344.44998,345.25,343.54999,344.31998,64738800,46.39744
2011-02-01,341.29999,345.64999,340.98001,345.03,106658300,46.49311
2011-01-31,335.80002,340.03998,334.29999,339.32001,94311700,45.72369
2011-01-28,344.16998,344.39999,333.52997,336.10004,148014300,45.28979
2011-01-27,343.78003,344.69,342.82999,343.20999,71256500,46.24786
2011-01-26,342.96002,345.60001,341.49997,343.85001,126718900,46.33411
2011-01-25,336.32996,341.44,334.56998,341.40002,136717000,46.00397
2011-01-24,326.86996,337.44998,326.72003,337.44998,143670800,45.4717
2011-01-21,333.77002,334.88,326.63,326.72003,188600300,44.02583
2011-01-20,336.43002,338.29999,330.12,332.67999,191197300,44.82894
2011-01-19,348.35004,348.60001,336.87997,338.83997,283903200,45.659
2011-01-18,329.52005,344.76001,326.00,340.65002,470249500,45.90291
2011-01-14,345.89001,348.48001,344.43997,348.48001,77210000,46.95801
2011-01-13,345.16,346.64001,343.85001,345.67999,74195100,46.5807
2011-01-12,343.24997,344.43002,341.99997,344.42004,75647600,46.41092
2011-01-11,344.88,344.95999,339.46997,341.63995,111027000,46.0363
2011-01-10,338.83002,343.23001,337.16998,342.45001,112140000,46.14545
2011-01-07,333.99002,336.35001,331.90002,336.11996,77982800,45.29248
2011-01-06,334.71997,335.25003,332.89999,333.72995,75107200,44.97042
2011-01-05,329.54999,334.34003,329.50,334.00003,63879900,45.00681
2011-01-04,332.44,332.50,328.14999,331.28998,77270200,44.64163
2011-01-03,325.64001,330.26001,324.83997,329.57001,111284600,44.40986
