complete,closeMid,highMid,lowMid,volume,openMid,time
True,1.60925,1.6407,1.6048,1850,1.6186,2014-04-15T21:00:00.000000Z
True,1.60855,1.6407,1.60538,2025,1.6145,2014-04-16T21:00:00.000000Z
True,1.60925,1.6407,1.60538,1857,1.6157,2014-04-17T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1891,1.6145,2014-04-18T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1881,1.61237,2014-04-19T21:00:00.000000Z
True,1.6275,1.6407,1.60538,1796,1.6157,2014-04-20T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1909,1.62932,2014-04-21T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1923,1.61855,2014-04-22T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1982,1.6157,2014-04-23T21:00:00.000000Z
True,1.60735,1.6407,1.60538,2036,1.60747,2014-04-24T21:00:00.000000Z
True,1.6275,1.6407,1.60538,2022,1.60747,2014-04-25T21:00:00.000000Z
True,1.60855,1.6407,1.60552,1970,1.62932,2014-04-26T21:00:00.000000Z
True,1.6407,1.6407,1.60552,1987,1.6157,2014-04-27T21:00:00.000000Z
True,1.60925,1.6407,1.60538,1841,1.62955,2014-04-28T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1853,1.6186,2014-04-29T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1628,1.60747,2014-04-30T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1854,1.6186,2014-05-01T21:00:00.000000Z
True,1.60735,1.6407,1.60552,1943,1.6186,2014-05-02T21:00:00.000000Z
True,1.6275,1.6407,1.60552,1843,1.60747,2014-05-03T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1948,1.62932,2014-05-04T21:00:00.000000Z
True,1.6149,1.6407,1.60538,2065,1.60747,2014-05-05T21:00:00.000000Z
True,1.60925,1.6407,1.60552,1897,1.61762,2014-05-06T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1981,1.6145,2014-05-07T21:00:00.000000Z
True,1.60608,1.6407,1.60538,2043,1.6157,2014-05-08T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1856,1.60596,2014-05-09T21:00:00.000000Z
True,1.61865,1.6407,1.60552,2057,1.61237,2014-05-10T21:00:00.000000Z
True,1.6407,1.6407,1.60538,1887,1.61237,2014-05-11T21:00:00.000000Z
True,1.625,1.6407,1.60538,1988,1.62955,2014-05-12T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1989,1.6259,2014-05-13T21:00:00.000000Z
True,1.625,1.6407,1.60552,2050,1.6157,2014-05-14T21:00:00.000000Z
True,1.60735,1.6407,1.60538,2028,1.6259,2014-05-15T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1969,1.60747,2014-05-16T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1963,1.60596,2014-05-17T21:00:00.000000Z
True,1.6407,1.6407,1.60552,1890,1.60747,2014-05-18T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1918,1.62955,2014-05-19T21:00:00.000000Z
True,1.625,1.6407,1.60538,1938,1.60596,2014-05-20T21:00:00.000000Z
True,1.61865,1.6407,1.60552,1854,1.6259,2014-05-21T21:00:00.000000Z
True,1.6058,1.6407,1.60538,1926,1.61237,2014-05-22T21:00:00.000000Z
True,1.625,1.6407,1.60552,1904,1.6186,2014-05-23T21:00:00.000000Z
True,1.61865,1.6407,1.60552,1865,1.6259,2014-05-24T21:00:00.000000Z
True,1.60735,1.6407,1.60552,1879,1.61177,2014-05-25T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1960,1.61518,2014-05-26T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1851,1.60596,2014-05-27T21:00:00.000000Z
True,1.6226,1.6407,1.60538,1863,1.60596,2014-05-28T21:00:00.000000Z
True,1.60925,1.6407,1.60538,1785,1.6186,2014-05-29T21:00:00.000000Z
True,1.60925,1.6407,1.60538,1866,1.6145,2014-05-30T21:00:00.000000Z
True,1.6149,1.6407,1.60538,1912,1.6145,2014-05-31T21:00:00.000000Z
True,1.6407,1.6407,1.60552,1883,1.6186,2014-06-01T21:00:00.000000Z
True,1.61865,1.6407,1.60552,1870,1.62955,2014-06-02T21:00:00.000000Z
True,1.60925,1.6407,1.60538,1898,1.61237,2014-06-03T21:00:00.000000Z
True,1.61865,1.6407,1.60552,1993,1.6145,2014-06-04T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1934,1.61237,2014-06-05T21:00:00.000000Z
True,1.6407,1.6407,1.60538,1973,1.60596,2014-06-06T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1975,1.62955,2014-06-07T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1956,1.6157,2014-06-08T21:00:00.000000Z
True,1.6149,1.6407,1.60552,1828,1.60596,2014-06-09T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1968,1.61762,2014-06-10T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1995,1.61855,2014-06-11T21:00:00.000000Z
True,1.6275,1.6407,1.60552,1900,1.61237,2014-06-12T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1880,1.62932,2014-06-13T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1922,1.6157,2014-06-14T21:00:00.000000Z
True,1.60735,1.6407,1.60552,1961,1.60747,2014-06-15T21:00:00.000000Z
True,1.60885,1.6407,1.6053,1937,1.60747,2014-06-16T21:00:00.000000Z
True,1.60855,1.6407,1.60552,1973,1.6186,2014-06-17T21:00:00.000000Z
True,1.60925,1.6407,1.60552,1934,1.6157,2014-06-18T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1805,1.6145,2014-06-19T21:00:00.000000Z
True,1.60885,1.6407,1.60552,1780,1.60747,2014-06-20T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1697,1.6186,2014-06-21T21:00:00.000000Z
True,1.60925,1.6407,1.60538,1818,1.6186,2014-06-22T21:00:00.000000Z
True,1.60652,1.6407,1.60552,1659,1.6145,2014-06-23T21:00:00.000000Z
True,1.60593,1.6407,1.60538,1727,1.6186,2014-06-24T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1765,1.61855,2014-06-25T21:00:00.000000Z
True,1.6275,1.6407,1.60552,1913,1.61237,2014-06-26T21:00:00.000000Z
True,1.60925,1.6407,1.60552,1982,1.62932,2014-06-27T21:00:00.000000Z
True,1.60608,1.6407,1.60538,2058,1.6186,2014-06-28T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1950,1.60596,2014-06-29T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1833,1.60596,2014-06-30T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1758,1.61855,2014-07-01T21:00:00.000000Z
True,1.6283,1.6407,1.60538,1688,1.6157,2014-07-02T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1636,1.62837,2014-07-03T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1588,1.6186,2014-07-04T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1675,1.60596,2014-07-05T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1590,1.61237,2014-07-06T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1686,1.60596,2014-07-07T21:00:00.000000Z
True,1.60694,1.6407,1.60552,1813,1.6186,2014-07-08T21:00:00.000000Z
True,1.60652,1.6407,1.6053,1879,1.6186,2014-07-09T21:00:00.000000Z
True,1.6149,1.6407,1.60538,1917,1.61855,2014-07-10T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1895,1.61762,2014-07-11T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1885,1.60596,2014-07-12T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1859,1.61237,2014-07-13T21:00:00.000000Z
True,1.60593,1.6407,1.60538,1669,1.60596,2014-07-14T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1491,1.61855,2014-07-15T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1699,1.61855,2014-07-16T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1860,1.60747,2014-07-17T21:00:00.000000Z
True,1.6149,1.6407,1.60538,1590,1.60747,2014-07-18T21:00:00.000000Z
True,1.60593,1.6407,1.60538,1740,1.6186,2014-07-19T21:00:00.000000Z
True,1.60552,1.6407,1.60505,1040,1.6186,2014-07-20T21:00:00.000000Z
True,1.6283,1.6407,1.60552,1028,1.61855,2014-07-21T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1757,1.62837,2014-07-22T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1829,1.6186,2014-07-23T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1928,1.60596,2014-07-24T21:00:00.000000Z
True,1.60885,1.6407,1.60538,1953,1.6157,2014-07-25T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1820,1.6186,2014-07-26T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1881,1.60596,2014-07-27T21:00:00.000000Z
True,1.6149,1.6407,1.60552,2116,1.6186,2014-07-28T21:00:00.000000Z
True,1.625,1.6407,1.60552,2120,1.6186,2014-07-29T21:00:00.000000Z
True,1.60735,1.6407,1.60552,2032,1.6259,2014-07-30T21:00:00.000000Z
True,1.61865,1.6407,1.60552,1973,1.60747,2014-07-31T21:00:00.000000Z
True,1.60735,1.6407,1.60552,2078,1.61177,2014-08-01T21:00:00.000000Z
True,1.60855,1.6407,1.60538,2176,1.60747,2014-08-02T21:00:00.000000Z
True,1.61865,1.6407,1.60538,2152,1.6157,2014-08-03T21:00:00.000000Z
True,1.61865,1.6407,1.60538,2157,1.61177,2014-08-04T21:00:00.000000Z
True,1.6283,1.6407,1.60538,1984,1.61177,2014-08-05T21:00:00.000000Z
True,1.60608,1.6407,1.60552,2101,1.62837,2014-08-06T21:00:00.000000Z
True,1.60735,1.6407,1.60552,2172,1.60596,2014-08-07T21:00:00.000000Z
True,1.6149,1.6407,1.60538,2123,1.60747,2014-08-08T21:00:00.000000Z
True,1.6149,1.6407,1.60552,1866,1.61762,2014-08-09T21:00:00.000000Z
True,1.60706,1.6407,1.60552,311,1.6186,2014-08-10T21:00:00.000000Z
True,1.6149,1.63555,1.60552,103,1.6186,2014-08-11T21:00:00.000000Z
True,1.60855,1.6407,1.60552,1989,1.61762,2014-08-12T21:00:00.000000Z
True,1.60925,1.6407,1.60538,1832,1.6157,2014-08-13T21:00:00.000000Z
True,1.60925,1.6407,1.60538,1893,1.6186,2014-08-14T21:00:00.000000Z
True,1.6407,1.6407,1.60552,2024,1.6145,2014-08-15T21:00:00.000000Z
True,1.6275,1.6407,1.60538,2023,1.62955,2014-08-16T21:00:00.000000Z
True,1.6149,1.6407,1.60552,1967,1.62932,2014-08-17T21:00:00.000000Z
True,1.60885,1.6407,1.60538,1868,1.61762,2014-08-18T21:00:00.000000Z
True,1.61865,1.6407,1.60552,1824,1.6186,2014-08-19T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1826,1.61237,2014-08-20T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1882,1.61855,2014-08-21T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1846,1.60596,2014-08-22T21:00:00.000000Z
True,1.60593,1.6407,1.60538,1839,1.60596,2014-08-23T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1894,1.61855,2014-08-24T21:00:00.000000Z
True,1.62345,1.6407,1.60538,1639,1.60596,2014-08-25T21:00:00.000000Z
True,1.6275,1.6407,1.60538,1741,1.6186,2014-08-26T21:00:00.000000Z
True,1.6149,1.6407,1.60552,1806,1.6186,2014-08-27T21:00:00.000000Z
True,1.62575,1.6407,1.60552,1821,1.6186,2014-08-28T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1834,1.6186,2014-08-29T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1793,1.60596,2014-08-30T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1902,1.60596,2014-08-31T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1888,1.60596,2014-09-01T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1967,1.6157,2014-09-02T21:00:00.000000Z
True,1.60925,1.6407,1.6053,1916,1.60747,2014-09-03T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1948,1.6145,2014-09-04T21:00:00.000000Z
True,1.6275,1.6407,1.60552,1948,1.60596,2014-09-05T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1887,1.62932,2014-09-06T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1859,1.61237,2014-09-07T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1826,1.60747,2014-09-08T21:00:00.000000Z
True,1.60885,1.6407,1.60552,1896,1.6186,2014-09-09T21:00:00.000000Z
True,1.60735,1.6407,1.60552,1782,1.6186,2014-09-10T21:00:00.000000Z
True,1.60855,1.6407,1.60538,1855,1.60747,2014-09-11T21:00:00.000000Z
True,1.60593,1.6407,1.60538,1879,1.6157,2014-09-12T21:00:00.000000Z
True,1.6407,1.6407,1.60552,1904,1.61855,2014-09-13T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1870,1.6186,2014-09-14T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1753,1.6186,2014-09-15T21:00:00.000000Z
True,1.60735,1.6407,1.60538,1908,1.60747,2014-09-16T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1833,1.60747,2014-09-17T21:00:00.000000Z
True,1.60608,1.6407,1.60538,1890,1.6186,2014-09-18T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1877,1.60596,2014-09-19T21:00:00.000000Z
True,1.60925,1.6407,1.60552,1923,1.61237,2014-09-20T21:00:00.000000Z
True,1.6283,1.6407,1.60538,2006,1.6145,2014-09-21T21:00:00.000000Z
True,1.60608,1.6407,1.60552,1206,1.62837,2014-09-22T21:00:00.000000Z
True,1.60855,1.6407,1.60552,600,1.60596,2014-09-29T21:00:00.000000Z
True,1.6226,1.6407,1.60538,1853,1.6157,2014-09-30T21:00:00.000000Z
True,1.61865,1.6407,1.60538,1474,1.6186,2014-10-01T21:00:00.000000Z
True,1.60593,1.6407,1.60552,228,1.632,2014-10-02T21:00:00.000000Z
True,1.6283,1.6407,1.60552,688,1.61855,2014-10-07T21:00:00.000000Z
True,1.62575,1.6407,1.60552,2072,1.62837,2014-10-08T21:00:00.000000Z
True,1.6273,1.6407,1.60552,2107,1.6186,2014-10-09T21:00:00.000000Z
True,1.60652,1.6407,1.60538,2189,1.6292,2014-10-10T21:00:00.000000Z
True,1.6149,1.6407,1.60538,2083,1.60666,2014-10-11T21:00:00.000000Z
True,1.62,1.6407,1.60552,2116,1.61762,2014-10-12T21:00:00.000000Z
True,1.6275,1.6407,1.60552,2190,1.6149,2014-10-13T21:00:00.000000Z
True,1.6407,1.6407,1.60538,2110,1.62932,2014-10-14T21:00:00.000000Z
True,1.6407,1.6407,1.60552,2059,1.62955,2014-10-15T21:00:00.000000Z
True,1.60855,1.6407,1.60552,2132,1.62955,2014-10-16T21:00:00.000000Z
True,1.60608,1.6407,1.60552,2224,1.6157,2014-10-17T21:00:00.000000Z
True,1.62,1.6407,1.60552,2080,1.60596,2014-10-18T21:00:00.000000Z
True,1.62,1.6407,1.60538,2137,1.6149,2014-10-19T21:00:00.000000Z
True,1.60885,1.6407,1.60538,2157,1.6149,2014-10-20T21:00:00.000000Z
True,1.6275,1.6407,1.60538,2130,1.6186,2014-10-21T21:00:00.000000Z
True,1.60885,1.6407,1.60552,2062,1.6186,2014-10-22T21:00:00.000000Z
True,1.6149,1.6407,1.60538,2076,1.6186,2014-10-23T21:00:00.000000Z
True,1.60747,1.6407,1.60552,2025,1.61762,2014-10-24T21:00:00.000000Z
True,1.61865,1.6407,1.60538,2187,1.6186,2014-10-25T21:00:00.000000Z
True,1.6275,1.6407,1.60552,2029,1.61177,2014-10-26T21:00:00.000000Z
True,1.6275,1.6407,1.60538,2006,1.62932,2014-10-27T21:00:00.000000Z
True,1.61865,1.6407,1.60552,2117,1.62932,2014-10-28T21:00:00.000000Z
True,1.62059,1.6407,1.60552,1844,1.61177,2014-10-29T21:00:00.000000Z
True,1.623805,1.635695,1.6055,137,1.62266,2014-10-30T21:00:00.000000Z
True,2.260785,2.263425,2.259855,2498,2.261885,2014-11-05T22:00:00.000000Z
True,2.263175,2.263425,2.259855,22376,2.260805,2014-11-06T22:00:00.000000Z
True,2.26205,2.263425,2.259855,22488,2.263115,2014-11-07T22:00:00.000000Z
True,2.26277,2.263425,2.259855,22305,2.26204,2014-11-08T22:00:00.000000Z
True,2.26142,2.263425,2.259855,22355,2.262695,2014-11-09T22:00:00.000000Z
True,2.262045,2.263425,2.259855,22404,2.26144,2014-11-10T22:00:00.000000Z
True,2.26283,2.263425,2.259855,22201,2.26205,2014-11-11T22:00:00.000000Z
True,2.261245,2.263425,2.259855,22339,2.26281,2014-11-12T22:00:00.000000Z
True,2.261885,2.263425,2.259855,22403,2.261255,2014-11-13T22:00:00.000000Z
True,2.261825,2.263425,2.259855,22493,2.261905,2014-11-14T22:00:00.000000Z
True,2.262265,2.263425,2.259855,22282,2.26184,2014-11-15T22:00:00.000000Z
True,2.26154,2.263425,2.259855,22454,2.26222,2014-11-16T22:00:00.000000Z
True,2.262965,2.263425,2.259855,22273,2.26154,2014-11-17T22:00:00.000000Z
True,2.260855,2.263425,2.259855,22407,2.262925,2014-11-18T22:00:00.000000Z
True,2.262145,2.263425,2.259855,22325,2.26083,2014-11-19T22:00:00.000000Z
True,2.261665,2.263425,2.259855,22314,2.262165,2014-11-20T22:00:00.000000Z
True,2.26304,2.263425,2.259855,22402,2.261635,2014-11-21T22:00:00.000000Z
True,2.26242,2.263425,2.259855,22465,2.26305,2014-11-22T22:00:00.000000Z
True,2.26129,2.263425,2.259855,22397,2.26244,2014-11-23T22:00:00.000000Z
True,2.26212,2.263425,2.259855,22372,2.26127,2014-11-24T22:00:00.000000Z
True,2.262155,2.263425,2.259855,22449,2.262165,2014-11-25T22:00:00.000000Z
True,2.263165,2.263425,2.259855,22454,2.26217,2014-11-26T22:00:00.000000Z
True,2.261365,2.263425,2.259855,22454,2.263165,2014-11-27T22:00:00.000000Z
True,2.261375,2.263425,2.259855,22476,2.261405,2014-11-28T22:00:00.000000Z
True,2.263195,2.263425,2.259855,22269,2.2614,2014-11-29T22:00:00.000000Z
True,2.2608,2.263425,2.259855,22482,2.263185,2014-11-30T22:00:00.000000Z
True,2.263265,2.263425,2.259855,22389,2.26082,2014-12-01T22:00:00.000000Z
True,2.26069,2.263425,2.259855,22586,2.263235,2014-12-02T22:00:00.000000Z
True,2.26277,2.263425,2.259855,22386,2.26069,2014-12-03T22:00:00.000000Z
True,2.26142,2.263425,2.259855,22393,2.262695,2014-12-04T22:00:00.000000Z
True,2.26238,2.263425,2.259855,22407,2.26144,2014-12-05T22:00:00.000000Z
True,2.26283,2.263425,2.259855,22280,2.262365,2014-12-06T22:00:00.000000Z
