startTime, baseVolume, counterVolume, count, open, high, low, close, vwap, openTime, closeTime
2014-01-22T00:00:00+00:00, 0.019433875, 650.01, 2, 42109.9928109274, 42109.9928109274, 32000, 32000, 33447.266692823745, Wed Jan 22 2014 15:14:40 GMT+0000, Wed Jan 22 2014 15:14:40 GMT+0000
2014-01-23T00:00:00+00:00, 4.769988516266667, 151325.743294, 7, 45000.00000000001, 45000.000000000044, 31500.00000000001, 33000, 31724.550861694384, Thu Jan 23 2014 20:49:30 GMT+0000, Thu Jan 23 2014 20:49:30 GMT+0000
2014-01-24T00:00:00+00:00, 0.31857123766246154, 12527.087324000002, 14, 44990, 44990.000041083746, 30000, 42000, 39322.719200635845, Fri Jan 24 2014 05:23:40 GMT+0000, Fri Jan 24 2014 05:23:40 GMT+0000
2014-01-25T00:00:00+00:00, 1.003863859176924, 45163.807650999996, 5, 44990, 44990.000024452565, 42000, 44990.00002445257, 44989.97273198993, Sat Jan 25 2014 03:11:10 GMT+0000, Sat Jan 25 2014 03:11:10 GMT+0000
2014-01-26T00:00:00+00:00, 4.837107866293813, 217350.982906, 11, 44990.00000818181, 44990.000008181814, 43000.00000000001, 44800, 44934.0781545428, Sun Jan 26 2014 04:48:20 GMT+0000, Sun Jan 26 2014 04:48:20 GMT+0000
2014-01-28T00:00:00+00:00, 0.7171722378222607, 24962.834082, 26, 35500, 41000.00000000001, 27100, 40000, 34807.3067605088, Tue Jan 28 2014 02:12:40 GMT+0000, Tue Jan 28 2014 02:12:40 GMT+0000
2014-01-29T00:00:00+00:00, 0.16558368920634908, 6692.1936000000005, 6, 35000, 40500.00000000003, 35000, 40500.00000000003, 40415.77785877353, Wed Jan 29 2014 05:50:40 GMT+0000, Wed Jan 29 2014 05:50:40 GMT+0000
2014-01-30T00:00:00+00:00, 0.3475972213222224, 13905.287464, 7, 40500, 40500.00462854022, 40000, 40000, 40004.023654463585, Thu Jan 30 2014 05:14:00 GMT+0000, Thu Jan 30 2014 05:14:00 GMT+0000
2014-01-31T00:00:00+00:00, 0.0288732500743826, 1178.708887, 6, 40500, 40995.00002470505, 40500, 40995.00000000001, 40823.561045723545, Fri Jan 31 2014 23:03:20 GMT+0000, Fri Jan 31 2014 23:03:20 GMT+0000
2014-02-01T00:00:00+00:00, 1.286472581122768, 52706.291213, 12, 40995.00000000001, 41000.00000000001, 39100, 40994.99999999999, 40969.618774929986, Sat Feb 01 2014 13:29:50 GMT+0000, Sat Feb 01 2014 13:29:50 GMT+0000
2014-02-02T00:00:00+00:00, 1.2067776083364028, 46412.949968, 23, 39100, 39100, 37999.00000000001, 37999.00000000007, 38460.23463426898, Sun Feb 02 2014 06:56:50 GMT+0000, Sun Feb 02 2014 06:56:50 GMT+0000
2014-02-03T00:00:00+00:00, 0.4596695038916975, 17144.946574, 22, 37000.00000000001, 39000.000281272405, 37000.00000000001, 37800.0378000378, 37298.42077589623, Mon Feb 03 2014 00:36:40 GMT+0000, Mon Feb 03 2014 00:36:40 GMT+0000
2014-02-04T00:00:00+00:00, 0.09908599090997353, 3869.210555, 11, 39000, 44899.99999999999, 37799.99999999999, 44899.99999999999, 39049.01711600629, Tue Feb 04 2014 00:29:00 GMT+0000, Tue Feb 04 2014 00:29:00 GMT+0000
2014-02-06T00:00:00+00:00, 0.00038740359897163003, 15.07, 2, 38900, 38900, 38900, 38900, 38900.00000000927, Thu Feb 06 2014 02:25:00 GMT+0000, Thu Feb 06 2014 02:25:00 GMT+0000
2014-02-07T00:00:00+00:00, 0.19435365738470983, 7878.274021, 15, 38700, 43999.99999999999, 38500.00000000001, 38500.00000000001, 40535.76416833512, Fri Feb 07 2014 01:50:20 GMT+0000, Fri Feb 07 2014 01:50:20 GMT+0000
2014-02-08T00:00:00+00:00, 3.423437997480854, 150750.98483399997, 11, 43999.99999999999, 44899.99999999999, 38502.99981300609, 38502.99981300609, 44034.968632389566, Sat Feb 08 2014 00:13:10 GMT+0000, Sat Feb 08 2014 00:13:10 GMT+0000
2014-02-09T00:00:00+00:00, 0.07602414833698604, 2988.257685, 20, 39500, 39500.001832452304, 38500.00000000001, 38500.00000000001, 39306.69070772347, Sun Feb 09 2014 13:45:00 GMT+0000, Sun Feb 09 2014 13:45:00 GMT+0000
2014-02-10T00:00:00+00:00, 1.0043188192597408, 44909.37936, 7, 38500.00000000001, 46000.00000070113, 38500.00000000001, 46000.00000070113, 44716.25792405406, Mon Feb 10 2014 05:22:10 GMT+0000, Mon Feb 10 2014 05:22:10 GMT+0000
2014-02-11T00:00:00+00:00, 0.07914386146458728, 3333.202085, 9, 46000, 46000.00000000275, 35000.23917723033, 42000.00008330365, 42115.73738402229, Tue Feb 11 2014 04:32:00 GMT+0000, Tue Feb 11 2014 04:32:00 GMT+0000
2014-02-12T00:00:00+00:00, 1.4064976769969504, 60030.902435, 5, 42000, 43000.00000040213, 42000, 43000.00000040213, 42681.12448160849, Wed Feb 12 2014 02:45:30 GMT+0000, Wed Feb 12 2014 02:45:30 GMT+0000
2014-02-13T00:00:00+00:00, 0.022835122011727528, 893.4849750000001, 4, 44000.00000000124, 44000.00000000124, 38050, 38050, 39127.66371649467, Thu Feb 13 2014 04:40:10 GMT+0000, Thu Feb 13 2014 04:40:10 GMT+0000
2014-02-14T00:00:00+00:00, 2.6109858045075747, 95368.13312500001, 32, 43998.99999999999, 43998.99999999999, 35000, 42000, 36525.71873824729, Fri Feb 14 2014 03:08:40 GMT+0000, Fri Feb 14 2014 03:08:40 GMT+0000
2014-02-15T00:00:00+00:00, 0.28975413547032924, 11114.467825000002, 26, 38000, 41000.00000000001, 38000, 40999.00000000001, 38358.27159794971, Sat Feb 15 2014 04:36:50 GMT+0000, Sat Feb 15 2014 04:36:50 GMT+0000
2014-02-16T00:00:00+00:00, 0.273495183267477, 11099.373926999999, 24, 40000.0002210579, 40900.00000259914, 39000, 40000, 40583.4347588669, Sun Feb 16 2014 00:53:50 GMT+0000, Sun Feb 16 2014 00:53:50 GMT+0000
2014-02-17T00:00:00+00:00, 1.2491194175009577, 51058.863589, 26, 40500, 41250.00061803564, 39000, 41250.00000000001, 40875.88654345841, Mon Feb 17 2014 01:48:50 GMT+0000, Mon Feb 17 2014 01:48:50 GMT+0000
2014-02-18T00:00:00+00:00, 1.1051980000000001, 45805.53001, 6, 41250.00000000001, 41500.000000342756, 41249.99999349408, 41500.00000000001, 41445.54189385069, Tue Feb 18 2014 01:46:40 GMT+0000, Tue Feb 18 2014 01:46:40 GMT+0000
2014-02-19T00:00:00+00:00, 0.17619755131167697, 7258.112547, 13, 40550.07052186178, 42900.000000000604, 39800.00000000001, 39800.00000000001, 41193.03868281959, Wed Feb 19 2014 02:09:30 GMT+0000, Wed Feb 19 2014 02:09:30 GMT+0000
2014-02-20T00:00:00+00:00, 0.16324783593896078, 6382.389285, 7, 39500, 39500, 38000, 38000, 39096.317867186975, Thu Feb 20 2014 17:07:20 GMT+0000, Thu Feb 20 2014 17:07:20 GMT+0000
2014-02-21T00:00:00+00:00, 0.6443410966225118, 22612.402937, 17, 36501.34598713328, 38000, 35005, 35005, 35093.83935857735, Fri Feb 21 2014 02:02:00 GMT+0000, Fri Feb 21 2014 02:02:00 GMT+0000
2014-02-22T00:00:00+00:00, 0.024785683796166698, 883.701187, 7, 35005, 36010, 35005, 36010, 35653.69405449574, Sat Feb 22 2014 00:20:00 GMT+0000, Sat Feb 22 2014 00:20:00 GMT+0000
2014-02-23T00:00:00+00:00, 0.0615, 2214.621327, 2, 36231.88405797101, 36231.88405797101, 36010, 36010, 36010.102878048776, Sun Feb 23 2014 08:29:00 GMT+0000, Sun Feb 23 2014 08:29:00 GMT+0000
2014-02-24T00:00:00+00:00, 0.6173687855985426, 23992.534254, 18, 36060, 40000.000022543216, 36060, 37000.00000000001, 38862.56450549099, Mon Feb 24 2014 03:10:20 GMT+0000, Mon Feb 24 2014 03:10:20 GMT+0000
2014-02-25T00:00:00+00:00, 1.7477415630192448, 72145.713336, 10, 37000.00000000001, 43000.00000000001, 37000.00000000001, 37050, 41279.39442680954, Tue Feb 25 2014 01:24:00 GMT+0000, Tue Feb 25 2014 01:24:00 GMT+0000
2014-02-26T00:00:00+00:00, 0.19099026642146066, 7154.679432999999, 11, 37100.00000000001, 40106.95187165776, 37000.00000000001, 37510.00000000001, 37460.96367660788, Wed Feb 26 2014 01:44:50 GMT+0000, Wed Feb 26 2014 01:44:50 GMT+0000
2014-02-27T00:00:00+00:00, 0.9999839087275331, 38027, 4, 38050, 38050, 37500, 38050, 38027.61191266455, Thu Feb 27 2014 12:40:10 GMT+0000, Thu Feb 27 2014 12:40:10 GMT+0000
2014-02-28T00:00:00+00:00, 0.033427531324978, 1259.725, 5, 42500.00000000001, 42500.00000025001, 37510, 37510, 37685.253743482324, Fri Feb 28 2014 03:56:40 GMT+0000, Fri Feb 28 2014 03:56:40 GMT+0000
2014-03-01T00:00:00+00:00, 0.7931923761055049, 29826.047246000002, 10, 37511, 37650, 37511, 37650, 37602.53898611949, Sat Mar 01 2014 04:39:30 GMT+0000, Sat Mar 01 2014 04:39:30 GMT+0000
2014-03-02T00:00:00+00:00, 0.278145433506188, 10500, 2, 37650, 37751, 37650, 37751, 37750.03553947041, Sun Mar 02 2014 10:00:50 GMT+0000, Sun Mar 02 2014 10:00:50 GMT+0000
2014-03-03T00:00:00+00:00, 1.346501590457427, 55257.845141, 16, 40999.00000521667, 43450.00000504667, 40055.00000000001, 40354.99999999999, 41038.083825974594, Mon Mar 03 2014 07:29:40 GMT+0000, Mon Mar 03 2014 07:29:40 GMT+0000
2014-03-04T00:00:00+00:00, 3.763974068497567, 158343.733016, 22, 42000, 43499.99999999999, 40205, 40210, 42068.231644115636, Tue Mar 04 2014 01:00:10 GMT+0000, Tue Mar 04 2014 01:00:10 GMT+0000
2014-03-05T00:00:00+00:00, 0.022130133713619105, 956.199243, 9, 44990, 44990, 40210, 40210, 43208.01922726502, Wed Mar 05 2014 10:09:10 GMT+0000, Wed Mar 05 2014 10:09:10 GMT+0000
2014-03-06T00:00:00+00:00, 0.21712113250429513, 8752, 9, 40310.00000000001, 40310.00000000001, 40300, 40300, 40309.296009345686, Thu Mar 06 2014 05:09:10 GMT+0000, Thu Mar 06 2014 05:09:10 GMT+0000
2014-03-07T00:00:00+00:00, 0.091224832412339, 3784.833867, 8, 42900, 42900, 40355.00000000001, 42900, 41489.07448678487, Fri Mar 07 2014 09:38:40 GMT+0000, Fri Mar 07 2014 09:38:40 GMT+0000
2014-03-08T00:00:00+00:00, 0.0507708510599999, 2102.290575, 5, 40355.00000000001, 42950, 40355.00000000001, 42650.00000000554, 41407.43223932879, Sat Mar 08 2014 07:55:00 GMT+0000, Sat Mar 08 2014 07:55:00 GMT+0000
2014-03-09T00:00:00+00:00, 0.6164877985389653, 26108.330605000003, 5, 42950, 42950, 40360, 40370, 42350.117337074626, Sun Mar 09 2014 15:47:10 GMT+0000, Sun Mar 09 2014 15:47:10 GMT+0000
2014-03-10T00:00:00+00:00, 0.2500000078672, 10250.000323, 3, 41000.00000000001, 41005.00000000001, 41000.00000000001, 41005.00000000001, 41000.0000017792, Mon Mar 10 2014 19:30:40 GMT+0000, Mon Mar 10 2014 19:30:40 GMT+0000
2014-03-11T00:00:00+00:00, 0.001609363569861, 68.959, 2, 43968.99999999999, 43968.99999999999, 41010.00000000001, 41010.00000000001, 42848.61500000026, Tue Mar 11 2014 20:45:20 GMT+0000, Tue Mar 11 2014 20:45:20 GMT+0000
2014-03-12T00:00:00+00:00, 1.4293388390483128, 62285.20564199999, 85, 43975.00000446018, 44000.00069874709, 42000, 43000, 43576.23534771569, Wed Mar 12 2014 01:43:30 GMT+0000, Wed Mar 12 2014 01:43:30 GMT+0000
2014-03-13T00:00:00+00:00, 0.1817242382888531, 7851.541048, 38, 43000, 45000.00000000001, 43000, 44101.00000000001, 43205.79974323442, Thu Mar 13 2014 00:01:20 GMT+0000, Thu Mar 13 2014 00:01:20 GMT+0000
2014-03-14T00:00:00+00:00, 3.176629426983995, 141371.811571, 12, 44300, 48000.00000155256, 44085.00000000001, 44085.00000000001, 44503.71528076645, Fri Mar 14 2014 14:43:30 GMT+0000, Fri Mar 14 2014 14:43:30 GMT+0000
2014-03-15T00:00:00+00:00, 1.1526844281843613, 50262.59913899999, 87, 44085.00000000001, 44900.00019220573, 43200, 43500.00000000001, 43604.821848917134, Sat Mar 15 2014 00:10:20 GMT+0000, Sat Mar 15 2014 00:10:20 GMT+0000
2014-03-16T00:00:00+00:00, 0.7697235711805073, 33818.385755999996, 20, 47900.00000000001, 47900.00000000001, 43400, 43600, 43935.754369758375, Sun Mar 16 2014 01:44:40 GMT+0000, Sun Mar 16 2014 01:44:40 GMT+0000
2014-03-17T00:00:00+00:00, 1.1324070425979256, 50028.057808, 54, 45449.00000000001, 45450.000034107296, 43600, 43700, 44178.51172421845, Mon Mar 17 2014 00:42:20 GMT+0000, Mon Mar 17 2014 00:42:20 GMT+0000
2014-03-18T00:00:00+00:00, 3.1931343031742703, 149986.38389099998, 37, 43990.00000000001, 249200.0000033104, 43200.00000000002, 45000.00000000001, 46971.523791498425, Tue Mar 18 2014 00:52:40 GMT+0000, Tue Mar 18 2014 00:52:40 GMT+0000
2014-03-19T00:00:00+00:00, 2.449125938292158, 115850.95711599998, 56, 43502.8494366381, 249000.00001095634, 43299.99999999999, 50000, 47302.98075107807, Wed Mar 19 2014 01:40:20 GMT+0000, Wed Mar 19 2014 01:40:20 GMT+0000
2014-03-20T00:00:00+00:00, 2.249928841599778, 102251.968611, 43, 43302.00000000001, 50000.000010188174, 42500, 43499.99999999999, 45446.75667977805, Thu Mar 20 2014 00:55:20 GMT+0000, Thu Mar 20 2014 00:55:20 GMT+0000
2014-03-21T00:00:00+00:00, 0.7741049053657032, 33609.339224, 36, 43499.99999999999, 43999.99999999999, 42716.99999999999, 43900.00000000001, 43417.03429475396, Fri Mar 21 2014 02:36:00 GMT+0000, Fri Mar 21 2014 02:36:00 GMT+0000
2014-03-22T00:00:00+00:00, 1.6600470943918724, 72408.686764, 39, 43900.00042680458, 44890.000007192844, 42800, 44398.00000361203, 43618.45336112322, Sat Mar 22 2014 02:32:30 GMT+0000, Sat Mar 22 2014 02:32:30 GMT+0000
2014-03-23T00:00:00+00:00, 1.3423541714109033, 76092.40148200002, 30, 44397.99999999999, 100000.0000117293, 44397.99999999999, 45315.05603572828, 56685.78613796227, Sun Mar 23 2014 00:01:20 GMT+0000, Sun Mar 23 2014 00:01:20 GMT+0000
2014-03-24T00:00:00+00:00, 4.328851654500762, 310996.509092, 85, 45300, 499000.0000118659, 44400, 46000.00097121801, 71842.72733593284, Mon Mar 24 2014 00:42:30 GMT+0000, Mon Mar 24 2014 00:42:30 GMT+0000
2014-03-25T00:00:00+00:00, 1.908838533219701, 87895.259032, 120, 45999.99999681794, 49000.000016325605, 45100.00000000001, 46000, 46046.460977369396, Tue Mar 25 2014 01:27:20 GMT+0000, Tue Mar 25 2014 01:27:20 GMT+0000
2014-03-26T00:00:00+00:00, 3.7974074514451717, 175616.87372, 108, 44300, 50000.000013264726, 44300, 46948.35674418605, 46246.51843803747, Wed Mar 26 2014 00:57:40 GMT+0000, Wed Mar 26 2014 00:57:40 GMT+0000
2014-03-27T00:00:00+00:00, 0.9548855517956301, 44940.449877, 49, 46511.62790697674, 47899.9999989458, 46111.78539648173, 47873.18072821493, 47063.70286207703, Thu Mar 27 2014 00:01:40 GMT+0000, Thu Mar 27 2014 00:01:40 GMT+0000
2014-03-28T00:00:00+00:00, 4.383537143673349, 217634.61659000002, 82, 47393.36492890995, 75000.0000095089, 46799.99999999999, 47846.88957345972, 49648.17439818131, Fri Mar 28 2014 00:53:50 GMT+0000, Fri Mar 28 2014 00:53:50 GMT+0000
2014-03-29T00:00:00+00:00, 1.0399556249787338, 50070.912464999994, 41, 48000.00000000001, 50000.00000737552, 46948.35680751174, 50000, 48147.162496499695, Sat Mar 29 2014 01:35:30 GMT+0000, Sat Mar 29 2014 01:35:30 GMT+0000
2014-03-30T00:00:00+00:00, 2.3497306988463635, 119359.78559000001, 64, 49750.00000000001, 50999.0000009336, 47000, 48309.17874396135, 50797.219293513735, Sun Mar 30 2014 00:35:10 GMT+0000, Sun Mar 30 2014 00:35:10 GMT+0000
2014-03-31T00:00:00+00:00, 2.287573388097483, 117175.84503299998, 66, 49261.08365860744, 55000.000016260135, 48780.48743961352, 51899.99999999999, 51222.76978858028, Mon Mar 31 2014 00:52:00 GMT+0000, Mon Mar 31 2014 00:52:00 GMT+0000
2014-04-01T00:00:00+00:00, 2.961542417877803, 159555.111396, 80, 51899.99999999999, 59900.00000599865, 51899.999994833895, 55865.9217877095, 53875.679927061385, Tue Apr 01 2014 01:00:20 GMT+0000, Tue Apr 01 2014 01:00:20 GMT+0000
2014-04-02T00:00:00+00:00, 8.775115428560856, 459121.60193699994, 121, 56499.99999999999, 56500.00000000028, 50000, 55865.92154696133, 52320.861836491786, Wed Apr 02 2014 00:36:10 GMT+0000, Wed Apr 02 2014 00:36:10 GMT+0000
2014-04-03T00:00:00+00:00, 13.571356105111995, 858708.024223, 177, 55248.61878453039, 100000, 50057.5662011313, 56999.00000000001, 63273.56069446486, Thu Apr 03 2014 01:00:10 GMT+0000, Thu Apr 03 2014 01:00:10 GMT+0000
2014-04-04T00:00:00+00:00, 6.921466814408595, 369092.37581500004, 123, 55865.9217877095, 56999.00009844161, 50000, 55248.6192, 53325.745208609675, Fri Apr 04 2014 00:39:30 GMT+0000, Fri Apr 04 2014 00:39:30 GMT+0000
2014-04-05T00:00:00+00:00, 2.2407118670565986, 118813.63122099999, 74, 55800.00051500035, 55900.00016735769, 48000.00000000001, 55248.61878453039, 53024.94844063717, Sat Apr 05 2014 00:04:50 GMT+0000, Sat Apr 05 2014 00:04:50 GMT+0000
2014-04-06T00:00:00+00:00, 5.512342343414649, 303817.10722400004, 46, 55865.92154696133, 56500.00027197283, 54174.99999999999, 55999.00000000001, 55115.790764874546, Sun Apr 06 2014 00:47:40 GMT+0000, Sun Apr 06 2014 00:47:40 GMT+0000
2014-04-07T00:00:00+00:00, 10.338222458769055, 570460.3173720001, 70, 55264.33264962554, 56497.175, 52999.99999999999, 56298.99999157459, 55179.7293632549, Mon Apr 07 2014 02:25:50 GMT+0000, Mon Apr 07 2014 02:25:50 GMT+0000
2014-04-08T00:00:00+00:00, 11.295900607942691, 617304.299067, 126, 55309.81473154053, 56497.17368421055, 52000, 55260.83145606659, 54648.52431801176, Tue Apr 08 2014 01:24:50 GMT+0000, Tue Apr 08 2014 01:24:50 GMT+0000
2014-04-09T00:00:00+00:00, 13.43193609786362, 747204.224097, 192, 55700.00000000001, 56990.00000102912, 54054.05405405405, 55260.76808029792, 55628.92934071094, Wed Apr 09 2014 01:34:00 GMT+0000, Wed Apr 09 2014 01:34:00 GMT+0000
2014-04-10T00:00:00+00:00, 10.165470325155777, 580700.017515, 279, 56500.00409681899, 68027.21086303369, 54530.00094438676, 62111.80124223602, 57124.75654746464, Thu Apr 10 2014 00:48:20 GMT+0000, Thu Apr 10 2014 00:48:20 GMT+0000
2014-04-11T00:00:00+00:00, 7.176419223216174, 463098.14385, 235, 62111.80124223602, 79894.00000000004, 57200.00000000001, 69998.999999998, 64530.53109715887, Fri Apr 11 2014 00:20:50 GMT+0000, Fri Apr 11 2014 00:20:50 GMT+0000
2014-04-12T00:00:00+00:00, 0.439262475112545, 30075.019293, 44, 66299.99999999999, 69999.0000795926, 66224.93657646827, 68036.46754660498, 68467.08061118668, Sat Apr 12 2014 01:01:30 GMT+0000, Sat Apr 12 2014 01:01:30 GMT+0000
2014-04-13T00:00:00+00:00, 1.9052451193769646, 132923.17926, 41, 69996.99999999999, 74989.00014171576, 66233.93739258264, 69930.06993006993, 69766.97009121183, Sun Apr 13 2014 00:56:00 GMT+0000, Sun Apr 13 2014 00:56:00 GMT+0000
2014-04-14T00:00:00+00:00, 9.56349901838347, 680163.9856830001, 299, 69930.06993006993, 79000.00003997308, 67897.57000018234, 68999.99999999999, 71120.82976905759, Mon Apr 14 2014 00:49:30 GMT+0000, Mon Apr 14 2014 00:49:30 GMT+0000
2014-04-15T00:00:00+00:00, 9.398812961185056, 677944.2403989999, 359, 69930.06965517242, 79700.00006039381, 65531.37807271463, 75187.9696296296, 72130.83643634088, Tue Apr 15 2014 00:38:30 GMT+0000, Tue Apr 15 2014 00:38:30 GMT+0000
2014-04-16T00:00:00+00:00, 3.196852305214336, 244353.40869299992, 215, 75915.80283018865, 85900.00010919463, 73499.99999999999, 80000, 76435.62647371569, Wed Apr 16 2014 00:39:00 GMT+0000, Wed Apr 16 2014 00:39:00 GMT+0000
2014-04-17T00:00:00+00:00, 6.145719767604764, 528801.5896369999, 130, 79082.82662908956, 115000.00001013278, 76020.00000000004, 78877.35396767412, 86043.88251225051, Thu Apr 17 2014 00:08:50 GMT+0000, Thu Apr 17 2014 00:08:50 GMT+0000
2014-04-18T00:00:00+00:00, 3.588916943501199, 294663.12955699995, 120, 85000.00000000001, 97000.00000404206, 76000.00000000003, 78740.15736434107, 82103.63577529292, Fri Apr 18 2014 02:16:40 GMT+0000, Fri Apr 18 2014 02:16:40 GMT+0000
2014-04-19T00:00:00+00:00, 1.4055869902333709, 110009.864301, 129, 77313.50350638154, 84755.00001005513, 76000.00000000003, 78042.48704530293, 78266.13725468173, Sat Apr 19 2014 00:42:10 GMT+0000, Sat Apr 19 2014 00:42:10 GMT+0000
2014-04-20T00:00:00+00:00, 0.5130158381235532, 41538.632178, 58, 77800.00000000003, 84995.0000294632, 77800.00000000003, 80023.30788612357, 80969.49273522421, Sun Apr 20 2014 01:35:00 GMT+0000, Sun Apr 20 2014 01:35:00 GMT+0000
2014-04-21T00:00:00+00:00, 0.7231504790565828, 58725.561509, 41, 80999.99999999999, 82000.00139631993, 80000, 81500.00000248413, 81207.94109908212, Mon Apr 21 2014 04:20:50 GMT+0000, Mon Apr 21 2014 04:20:50 GMT+0000
2014-04-22T00:00:00+00:00, 2.7091006665134287, 218482.007622, 75, 80183.55683066734, 82000.00051104977, 80009.87833961932, 80971.26900646585, 80647.43046377196, Tue Apr 22 2014 02:40:10 GMT+0000, Tue Apr 22 2014 02:40:10 GMT+0000
2014-04-23T00:00:00+00:00, 2.3105859888739397, 191807.37756300002, 67, 80971.26685789808, 84955.00000131068, 80781.18714260841, 82894.48364066346, 83012.43861366832, Wed Apr 23 2014 00:17:50 GMT+0000, Wed Apr 23 2014 00:17:50 GMT+0000
2014-04-24T00:00:00+00:00, 0.4936387822373663, 41629.6205, 48, 82899.94453410913, 86000.00000000004, 82000.00000000001, 82480.77828510113, 84332.15135836387, Thu Apr 24 2014 02:10:30 GMT+0000, Thu Apr 24 2014 02:10:30 GMT+0000
2014-04-25T00:00:00+00:00, 4.5737461238674895, 389097.19989600003, 65, 82999.99999999999, 89590.00000291459, 81000.00000000006, 84486.22902866767, 85071.8840439236, Fri Apr 25 2014 00:43:00 GMT+0000, Fri Apr 25 2014 00:43:00 GMT+0000
2014-04-26T00:00:00+00:00, 0.9695403626620209, 86938.280616, 44, 84333.7890050731, 95500.00000367542, 83104.76061465943, 85513.93070428322, 89669.5836131027, Sat Apr 26 2014 00:11:00 GMT+0000, Sat Apr 26 2014 00:11:00 GMT+0000
2014-04-27T00:00:00+00:00, 3.1325509042138964, 276390.178936, 144, 88990, 94972.00002622472, 82000.00000000001, 92627.3896152914, 88231.6640295297, Sun Apr 27 2014 01:39:00 GMT+0000, Sun Apr 27 2014 01:39:00 GMT+0000
2014-04-28T00:00:00+00:00, 10.055329728978165, 881697.5502119998, 360, 92627.3896060287, 95500.00001388043, 83000.00000000004, 90146.18322646702, 87684.59851406573, Mon Apr 28 2014 00:22:50 GMT+0000, Mon Apr 28 2014 00:22:50 GMT+0000
2014-04-29T00:00:00+00:00, 6.0360565417605825, 507895.756267, 112, 88572.60615345326, 89005.00000000001, 81500.00000000006, 84327.72303240738, 84143.63794525659, Tue Apr 29 2014 00:31:00 GMT+0000, Tue Apr 29 2014 00:31:00 GMT+0000
2014-04-30T00:00:00+00:00, 7.953363747099332, 667828.0180620002, 149, 85572.00001300563, 87499.99999999999, 81500.00000000006, 84356.00363070543, 83967.99634689957, Wed Apr 30 2014 00:36:40 GMT+0000, Wed Apr 30 2014 00:36:40 GMT+0000
